etnia,sexo,escuela,edad,DEP1,DEP2,DEP3,DEP4,DEP5,DEP6,DEP7,DEP8,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,MSPSS1,MSPSS2,MSPSS3,MSPSS4,MSPSS5,MSPSS6,MSPSS7,MSPSS8,MSPSS9,MSPSS10,MSPSS11,MSPSS12,DEP_Total,GAD_Total,MSPSS_Total
Minoritaria,Hombre,Privada distrital,17,1,2,2,1,0,3,2,2,2,1,2,1,2,1,3,2,1,3,1,2,1,1,2,1,3,3,2,13,12,1.83333333333333
Minoritaria,Hombre,Privada distrital,19,1,1,0,0,0,1,1,0,2,1,3,0,0,1,1,6,5,6,2,2,4,3,6,5,2,3,2,4,8,3.83333333333333
Minoritaria,Hombre,Privada distrital,17,3,3,1,0,0,0,2,0,0,1,2,3,0,2,0,2,1,1,5,1,2,5,1,6,1,1,5,9,8,2.58333333333333
Predominante,Hombre,Privada distrital,17,1,3,1,0,1,3,3,2,2,1,3,1,3,1,0,4,4,6,6,4,5,2,6,4,5,5,6,14,11,4.75
Minoritaria,Mujer,Privada distrital,16,1,2,0,2,0,3,1,0,1,3,2,0,0,0,1,6,5,4,3,7,6,5,2,5,2,2,5,9,7,4.33333333333333
Minoritaria,Mujer,Privada distrital,16,0,0,3,2,0,1,1,0,0,1,3,1,3,0,2,2,2,3,2,2,5,2,3,3,4,4,3,7,10,2.91666666666667
Minoritaria,Mujer,Privada distrital,17,1,3,3,2,2,3,3,1,2,3,3,3,2,1,2,5,4,7,5,4,4,1,2,3,7,2,2,18,16,3.83333333333333
Minoritaria,Hombre,Privada distrital,18,1,3,3,2,1,3,3,1,3,3,3,2,1,2,3,5,1,7,5,7,3,6,2,6,7,6,7,17,17,5.16666666666667
Minoritaria,Hombre,Privada distrital,15,2,1,0,0,3,2,1,2,0,1,1,0,0,1,2,6,6,7,7,5,6,6,4,4,3,7,5,11,5,5.5
Minoritaria,Mujer,Privada distrital,16,2,0,0,0,0,0,1,0,1,0,1,2,2,3,1,7,6,6,6,6,6,6,6,6,6,6,2,3,10,5.75
Minoritaria,Hombre,Privada distrital,15,1,2,2,3,3,3,0,0,2,3,3,1,1,0,3,2,2,2,5,6,2,2,2,2,2,2,2,14,13,2.58333333333333
Minoritaria,Hombre,Privada distrital,17,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,4,4,6,4,2,6,4,2,4,6,4,2,6,5,4
Minoritaria,Hombre,Privada distrital,18,3,1,0,0,0,0,0,0,1,0,1,0,0,3,2,2,6,7,5,1,2,3,1,1,4,5,1,4,7,3.16666666666667
Minoritaria,Mujer,Privada distrital,18,2,2,0,2,3,1,0,3,3,0,3,0,0,3,3,6,6,6,6,6,2,5,6,6,6,6,2,13,12,5.25
Minoritaria,Hombre,Privada distrital,16,3,1,1,1,0,1,1,1,1,1,1,0,0,1,0,7,6,2,2,7,6,6,2,6,6,2,6,9,4,4.83333333333333
Minoritaria,Hombre,Privada distrital,15,3,1,0,0,0,0,1,0,1,0,1,0,0,1,1,7,7,6,6,6,6,5,6,6,7,7,5,5,4,6.16666666666667
Predominante,Hombre,Privada distrital,16,1,2,1,2,1,1,0,1,0,0,1,0,0,1,1,2,3,7,2,2,6,1,5,6,2,5,6,9,3,3.91666666666667
